1;131;55;87722;;Майкоп;;
2;131;55;87779;;Гиагинская;;
3;131;55;87770;;Кошехабль;;
4;131;55;87778;;Красногвардейское;;
5;131;55;87771;;Тахтамукай;;
6;131;55;87777;;Тульский;;
7;131;55;87773;;Шовгеновский;;
8;131;55;8772;;Абадзехская;;
9;131;55;87778;;Адамий;;
10;131;55;87772;;Адыгейск;;
11;131;55;87772;;Ассоколай;;
12;131;55;87771;;Афипсип;;
13;131;55;8772;;Безводная;;
14;131;55;87778;;Белое;;
15;131;55;87778;;Бжедугхабль;;
16;131;55;87770;;Блечепсин;;
17;131;55;87778;;Большесидоровское;;
18;131;55;87778;;Верхненазаровское;;
19;131;55;8772;;Веселый;;
20;131;55;87770;;Вольное;;
21;131;55;87772;;Вочепший;;
22;131;55;87772;;Габукай;;
23;131;55;87779;;Гиагинская;;
24;131;55;8772;;Гавердовский;;
25;131;55;87772;;Гатлукай;;
26;131;55;87779;;Гончарка;;
27;131;55;87772;;Городской;;
28;131;55;8772;;Грозный;;
29;131;55;8772;;Гузерипль;;
30;131;55;8772;;Дагестанская;;
31;131;55;8772;;Даховская;;
32;131;55;87778;;Джамбичи;;
33;131;55;87773;;Джерокай;;
34;131;55;87772;;Джиджихабль;;
35;131;55;87779;;Дондуковская;;
36;131;55;87770;;Дружба;;
37;131;55;87773;;Дукмасов;;
38;131;55;87770;;Егерухай;;
39;131;55;87778;;Еленовское;;
40;131;55;87773;;Зарево;;
41;131;55;87770;;Игнатьевский;;
42;131;55;87773;;Кабехабль;;
43;131;55;87770;;Казенно-Кужорский;;
44;131;55;8772;;Каменномостский;;
45;131;55;87779;;Келермесская;;
46;131;55;87771;;Козет;;
47;131;55;87770;;Кошехабль;;
48;131;55;8772;;Красная Улька;;
49;131;55;87778;;Красногвардейское;;
50;131;55;87772;;Красное;;
51;131;55;8772;;Краснооктябрьский;;
52;131;55;8772;;Кужорская;;
53;131;55;87772;;Кунчукохабль;;
54;131;55;8772;;Курджипская;;
55;131;55;8772;;Майкоп;;
56;131;55;87770;;Майский;;
57;131;55;87773;;Мамацев;;
58;131;55;87773;;Михайлов;;
59;131;55;87770;;Натырбово;;
60;131;55;87772;;Нешукай;;
61;131;55;87779;;Нижний Айрюм;;
62;131;55;8772;;Новопрохладное;;
63;131;55;8772;;Новосвободная;;
64;131;55;87778;;Новосевастопольское;;
65;131;55;87771;;Новый Сад;;
66;131;55;87771;;Отрадный;;
67;131;55;87771;;Панахес;;
68;131;55;8772;;Первомайский;;
69;131;55;87770;;Плодопитомник;;
70;131;55;8772;;Победа;;
71;131;55;8772;;Подгорный;;
72;131;55;87772;;Понежукай;;
73;131;55;87778;;Преображенское;;
74;131;55;87771;;Прикубанский;;
75;131;55;87779;;Прогресс;;
76;131;55;87771;;Псейтук;;
77;131;55;87772;;Псекупс;;
78;131;55;87772;;Пчегатлукай;;
79;131;55;87773;;Пшизов;;
80;131;55;8772;;Родниковый;;
81;131;55;87778;;Садовое;;
82;131;55;87778;;Саратовский;;
83;131;55;87778;;Свободный;;
84;131;55;87773;;Свободный Труд;;
85;131;55;8772;;Севастопольская;;
86;131;55;8772;;Северный;;
87;131;55;8772;;Северо-Восточные Сады;;
88;131;55;87773;;Семено-Макаренский;;
89;131;55;87779;;Сергиевское;;
90;131;55;87779;;Смольчев Малиновский;;
91;131;55;8772;;Совхозный;;
92;131;55;87771;;Старобжегокай;;
93;131;55;8772;;Табачный;;
94;131;55;87779;;Тамбовский;;
95;131;55;87771;;Тахтамукай;;
96;131;55;87773;;Тихонов;;
97;131;55;87772;;Тлюстенхабль;;
98;131;55;8772;;Трехречный;;
99;131;55;8772;;Тульский РУПС;;
100;131;55;87777;;Тульский;;
101;131;55;87778;;Уляп;;
102;131;55;8772;;Усть-Сахрай;;
103;131;55;87773;;Хакуринохабль;;
104;131;55;8772;;Хамышки;;
105;131;55;8772;;Ханская;;
106;131;55;87773;;Хапачев;;
107;131;55;87773;;Хатажукай;;
108;131;55;87778;;Хатукай;;
109;131;55;87770;;Хачемзий;;
110;131;55;87770;;Ходзь;;
111;131;55;8772;;Цветочный;;
112;131;55;87773;;Чернышов;;
113;131;55;87772;;Шевченко;;
114;131;55;87770;;Шелковников;;
115;131;55;87771;;Шенджий;;
116;131;55;87778;;Штурбино;;
117;131;55;8772;;Шунтук;;
118;131;55;87771;;Энем;;
119;131;55;87771;;Яблоновский;;
120;131;56;3852;;Барнаул;;
121;131;56;38553;;Алейск;;
122;131;56;38537;;Алтайский;;
123;131;56;38515;;Баево;;
124;131;56;38577;;Белокуриха;;
125;131;56;3854;;Бийск;;
126;131;56;38564;;Благовещенка;;
127;131;56;38572;;Бурла;;
128;131;56;38571;;Быстрый Исток;;
129;131;56;38565;;Волчиха;;
130;131;56;38822;;Горно-Алтайск;;
131;131;56;38516;;Горняк;;
132;131;56;38593;;Ельцовка;;
133;131;56;38595;;Заринск;;
134;131;56;38562;;Завьялово;;
